210	43.17	125
210	43.2925	124.21
210	43.675	121.89
210	44.325	118.1575
210	45.2	113.1175
210	46.2525	106.8425
210	47.4625	99.15
210	48.81	90.9475
210	50.2575	81.56
210	51.7525	71.38
210	53.2425	60.5275
210	54.6775	49.125
210	56.01	37.2875
210	57.19	25.1325
210	58.1825	12.77
210	58.96	0.305
210	59.52	-12.1575
210	59.865	-24.4925
210	60	-36.565
210	59.92	-48.2425
210	59.6125	-59.3925
210	59.0625	-69.9
210	58.2475	-79.6775
210	57.17	-88.6525
210	55.8475	-96.7725
210	54.325	-103.985
210	52.6575	-110.22
210	50.8925	-115.405
210	49.05	-119.4775
210	47.14	-122.41
210	45.2025	-124.2325
210	43.3625	-124.9925
210	43.17	-125
210	41.83	-124.52
210	40.5225	-122.695
210	39.3325	-119.615
210	38.3725	-115.3125
210	37.67	-109.77
210	37.2125	-102.9825
210	36.94	-94.9975
210	36.815	-85.9275
210	36.83	-75.8825
210	36.9675	-64.995
210	37.2375	-53.39
210	37.655	-41.215
210	38.2525	-28.5825
210	39.0325	-15.5775
210	39.96	-2.2925
210	40.98	11.1625
210	42.0175	24.6575
210	43	38.0325
210	43.86	51.115
210	44.535	63.7275
210	44.9625	75.6725
210	45.09	86.7225
210	44.945	96.6225
210	44.615	105.1825
210	44.2	112.2725
210	43.7925	117.8225
210	43.46	121.8025
210	43.245	124.1975
210	43.17	125
