-105	43.17	125
-105	43.2925	124.21
-105	43.675	121.89
-105	44.325	118.1575
-105	45.2	113.1175
-105	46.2525	106.8425
-105	47.4625	99.15
-105	48.81	90.9475
-105	50.2575	81.56
-105	51.7525	71.38
-105	53.2425	60.5275
-105	54.6775	49.125
-105	56.01	37.2875
-105	57.19	25.1325
-105	58.1825	12.77
-105	58.96	0.305
-105	59.52	-12.1575
-105	59.865	-24.4925
-105	60	-36.565
-105	59.92	-48.2425
-105	59.6125	-59.3925
-105	59.0625	-69.9
-105	58.2475	-79.6775
-105	57.17	-88.6525
-105	55.8475	-96.7725
-105	54.325	-103.985
-105	52.6575	-110.22
-105	50.8925	-115.405
-105	49.05	-119.4775
-105	47.14	-122.41
-105	45.2025	-124.2325
-105	43.3625	-124.9925
-105	43.17	-125
-105	41.83	-124.52
-105	40.5225	-122.695
-105	39.3325	-119.615
-105	38.3725	-115.3125
-105	37.67	-109.77
-105	37.2125	-102.9825
-105	36.94	-94.9975
-105	36.815	-85.9275
-105	36.83	-75.8825
-105	36.9675	-64.995
-105	37.2375	-53.39
-105	37.655	-41.215
-105	38.2525	-28.5825
-105	39.0325	-15.5775
-105	39.96	-2.2925
-105	40.98	11.1625
-105	42.0175	24.6575
-105	43	38.0325
-105	43.86	51.115
-105	44.535	63.7275
-105	44.9625	75.6725
-105	45.09	86.7225
-105	44.945	96.6225
-105	44.615	105.1825
-105	44.2	112.2725
-105	43.7925	117.8225
-105	43.46	121.8025
-105	43.245	124.1975
-105	43.17	125
