210	41.17	125
210	41.2925	124.21
210	41.675	121.89
210	42.325	118.1575
210	43.2	113.1175
210	44.2525	106.8425
210	45.4625	99.15
210	46.81	90.9475
210	48.2575	81.56
210	49.7525	71.38
210	51.2425	60.5275
210	52.6775	49.125
210	54.01	37.2875
210	55.19	25.1325
210	56.1825	12.77
210	56.96	0.305
210	57.52	-12.1575
210	57.865	-24.4925
210	58	-36.565
210	57.92	-48.2425
210	57.6125	-59.3925
210	57.0625	-69.9
210	56.2475	-79.6775
210	55.17	-88.6525
210	53.8475	-96.7725
210	52.325	-103.985
210	50.6575	-110.22
210	48.8925	-115.405
210	47.05	-119.4775
210	45.14	-122.41
210	43.2025	-124.2325
210	41.3625	-124.9925
210	41.17	-125
210	39.83	-124.52
210	38.5225	-122.695
210	37.3325	-119.615
210	36.3725	-115.3125
210	35.67	-109.77
210	35.2125	-102.9825
210	34.94	-94.9975
210	34.815	-85.9275
210	34.83	-75.8825
210	34.9675	-64.995
210	35.2375	-53.39
210	35.655	-41.215
210	36.2525	-28.5825
210	37.0325	-15.5775
210	37.96	-2.2925
210	38.98	11.1625
210	40.0175	24.6575
210	41	38.0325
210	41.86	51.115
210	42.535	63.7275
210	42.9625	75.6725
210	43.09	86.7225
210	42.945	96.6225
210	42.615	105.1825
210	42.2	112.2725
210	41.7925	117.8225
210	41.46	121.8025
210	41.245	124.1975
210	41.17	125
