105	41.17	125
105	41.2925	124.21
105	41.675	121.89
105	42.325	118.1575
105	43.2	113.1175
105	44.2525	106.8425
105	45.4625	99.15
105	46.81	90.9475
105	48.2575	81.56
105	49.7525	71.38
105	51.2425	60.5275
105	52.6775	49.125
105	54.01	37.2875
105	55.19	25.1325
105	56.1825	12.77
105	56.96	0.305
105	57.52	-12.1575
105	57.865	-24.4925
105	58	-36.565
105	57.92	-48.2425
105	57.6125	-59.3925
105	57.0625	-69.9
105	56.2475	-79.6775
105	55.17	-88.6525
105	53.8475	-96.7725
105	52.325	-103.985
105	50.6575	-110.22
105	48.8925	-115.405
105	47.05	-119.4775
105	45.14	-122.41
105	43.2025	-124.2325
105	41.3625	-124.9925
105	41.17	-125
105	39.83	-124.52
105	38.5225	-122.695
105	37.3325	-119.615
105	36.3725	-115.3125
105	35.67	-109.77
105	35.2125	-102.9825
105	34.94	-94.9975
105	34.815	-85.9275
105	34.83	-75.8825
105	34.9675	-64.995
105	35.2375	-53.39
105	35.655	-41.215
105	36.2525	-28.5825
105	37.0325	-15.5775
105	37.96	-2.2925
105	38.98	11.1625
105	40.0175	24.6575
105	41	38.0325
105	41.86	51.115
105	42.535	63.7275
105	42.9625	75.6725
105	43.09	86.7225
105	42.945	96.6225
105	42.615	105.1825
105	42.2	112.2725
105	41.7925	117.8225
105	41.46	121.8025
105	41.245	124.1975
105	41.17	125
