129.646238	0	12.78461788
123.1206032	0	12.89816598
116.5973372	0	12.97930052
103.5576061	0	13.0485178
90.52643946	0	13.00054763
77.50416546	0	12.83090198
64.49267918	0	12.51365001
51.49504201	0	12.00690345
38.51715805	0	11.22987775
32.03823846	0	10.70423065
25.56835723	0	10.0549134
19.11042997	0	9.242032387
12.66970477	0	8.19377914
9.458744985	0	7.540995659
6.258208481	0	6.74559256
3.076186054	0	5.696865107
1.500991984	0	4.956078604
0	0	3.2
1.740362955	0	1.680814105
3.406523825	0	1.176920311
6.707211277	0	0.601978275
9.989384653	0	0.280360594
13.26113475	0	0.101362531
19.78582931	0	0.000680119
26.29332181	0	0.135369943
32.78886034	0	0.433623524
39.2753605	0	0.855547262
52.22831606	0	1.973663234
65.16151841	0	3.362058341
78.08087164	0	4.939948045
90.98943715	0	6.665444065
103.8891101	0	8.512615564
116.7802184	0	10.47697451
123.2223723	0	11.50567989
129.6621572	0	12.56679883
